@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1,9-10'

@attribute volacid numeric
@attribute citricacid numeric
@attribute residualsugar numeric
@attribute chlorides numeric
@attribute freesulfur numeric
@attribute totalsulfur numeric
@attribute density numeric
@attribute alcohol numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.17,0.27,1.4,0.032,39,149,0.99254,10.5,5
0.23,0.26,7.2,0.041,21,90,0.99509,9.5,6
0.24,0.26,11,0.043,41,211,0.99676,10,6
0.28,0.63,11.1,0.039,58,179,0.9979,8.8,4
0.23,0.29,2.6,0.031,24,98,0.99194,10.9,6
0.25,0.34,11.4,0.04,53,202,0.99708,9.6,6
0.18,0.26,1.4,0.044,46,89,0.99256,10.7,7
0.21,0.28,1.4,0.046,26,66,0.99199,11.1,6
0.48,0.33,7,0.024,14,130,0.9918,12.5,7
0.34,0.32,2,0.051,29,130,0.99354,10.4,6
0.32,0.27,12.9,0.04,60,221,0.99831,9.4,5
0.495,0.27,5,0.157,17,129,0.99396,9.3,5
0.25,0.34,10.1,0.05,30,121,0.99724,10.1,6
0.24,0.26,12.6,0.053,44,182,0.99802,9.7,5
0.34,0.3,14.9,0.037,70,169,0.99698,10.4,6
0.16,0.29,6,0.03,29,144,0.99474,10.7,6
0.45,0.73,7.2,0.099,47,202,0.99582,9.2,5
0.48,0.37,1.2,0.034,5,57,0.99256,10.4,3
0.2,0.3,2,0.039,43,188,0.9911,12,6
0.2,0.3,2,0.039,43,188,0.9911,12,6
0.22,0.29,8.9,0.05,24,90,0.99556,9.8,6
0.23,0.56,16.45,0.063,52.5,282,1.00098,9.3,5
0.27,0.19,2,0.084,21,191,0.99516,9.6,4
0.27,0.19,1.9,0.085,21,196,0.99516,9.5,4
0.15,0.28,4.4,0.029,14,107,0.99347,10.4,8
0.26,0.29,5.8,0.025,26,74,0.9929,11,6
0.15,0.28,4.4,0.029,14,107,0.99347,10.4,8
0.2,0.68,12.9,0.042,56,160,0.99841,8.7,5
0.3,0.29,1.3,0.053,24,189,0.99362,9.9,4
0.3,0.3,1.3,0.053,24,186,0.99361,9.9,4
0.46,0.26,2.7,0.042,28,83,0.99114,12,8
0.24,0.29,8.2,0.043,32,156,0.99453,10.1,6
0.17,0.34,1.5,0.091,42,135,0.9938,9.6,7
0.17,0.34,1.5,0.093,43,136,0.9938,9.6,6
0.695,0.55,12.9,0.056,58,252,0.99806,8.7,5
0.3,0.25,17.75,0.047,25,218,1.00016,9.1,5
0.19,0.27,4.9,0.037,13,101,0.9916,11.8,6
0.36,0.39,1.6,0.024,26,93,0.99116,11.9,6
0.19,0.42,2,0.047,16,104,0.99517,10,4
0.16,0.49,2,0.044,18,107,0.99514,10.2,4
0.26,0.28,8.2,0.038,72,202,0.99566,10,6
0.33,0.36,2.1,0.034,19,125,0.99166,12.7,6
0.16,0.46,1.8,0.046,23,130,0.99587,9.6,5
0.44,0.26,4.45,0.033,23,100,0.99117,12.7,6
0.31,0.27,5.8,0.036,23,109,0.99399,11,6
0.705,0.1,13,0.044,44,214,0.99741,9.1,5
0.27,0.25,19.1,0.045,50,208,1.00051,9.2,6
0.38,0.17,8.8,0.08,50,212,0.99803,9.4,4
0.21,0.28,2.7,0.034,23,111,0.99405,10.2,4
0.38,0.18,7.4,0.095,28,195,0.99773,9.2,4
0.16,0.26,6.85,0.047,30,220,0.99622,10.1,6
0.815,0.09,11.4,0.044,45,204,0.99713,9,5
0.36,0.41,19.35,0.07,67,207,1.00118,9.1,5
0.4,0.32,7.9,0.031,23,118,0.99176,13.3,7
0.44,0.18,7.7,0.096,28,210,0.99771,9.2,5
0.24,0.29,3,0.036,17,117,0.99411,10.1,6
0.22,0.26,1.5,0.04,32,172,0.99194,11.2,6
0.22,0.26,1.5,0.04,32,172,0.99194,11.2,6
0.28,0.17,8.3,0.042,61,195,0.99577,9.4,5
0.35,0.2,13.9,0.054,63,229,0.99888,8.9,6
0.28,0.27,17.5,0.045,48,253,1.00014,9.1,6
0.43,0.28,9.4,0.056,29,183,0.99594,9.4,5
0.43,0.28,9.4,0.056,29,183,0.99594,9.4,5
0.2,0.28,1.6,0.028,13,168,0.99203,11.5,6
0.285,0.32,14.6,0.063,32,201,0.998,9.2,5
0.32,0.33,2.5,0.052,40,219.5,0.99316,10,5
0.285,0.32,14.6,0.063,32,201,0.998,9.2,5
0.27,0.26,8.2,0.042,21,133,0.99612,9.8,6
0.26,0.27,1.5,0.04,19,114,0.99295,10.5,6
0.27,0.26,2.3,0.043,61,181,0.99394,10.6,6
0.56,0.15,10,0.037,38,157,0.99642,9.4,5
0.56,0.15,10,0.037,38,157,0.99642,9.4,5
0.29,0.3,16,0.036,58,201,0.99954,9,5
0.32,0.33,10.4,0.031,47,194,0.99692,9.6,6
0.33,0.36,7.4,0.037,36,156,0.99592,10.6,6
0.33,0.36,7.4,0.037,36,156,0.99592,10.6,6
0.33,0.24,16.05,0.045,31,147,0.99822,9.2,5
0.33,0.24,16.05,0.045,31,147,0.99822,9.2,5
0.26,0.33,2.6,0.053,11,71,0.99402,9.5,5
0.25,0.33,2.5,0.053,12,72,0.99404,9.5,5
0.26,0.26,10.8,0.039,37,184,0.99787,10.3,7
0.28,0.78,12.1,0.041,53,161,0.99838,8.7,5
0.28,0.32,1.7,0.038,27,128,0.99375,10.2,6
0.16,0.34,0.8,0.029,26,77,0.99155,10.1,6
0.25,0.34,1.3,0.056,34,176,0.99434,9.5,5
0.35,0.4,6.3,0.022,23,174,0.9922,11.6,7
0.24,0.23,10.3,0.032,12,97,0.99571,10.7,6
0.29,0.21,15.55,0.043,20,142,0.99658,10.1,6
0.27,0.31,1.5,0.035,17,83,0.99076,11.1,7
0.56,0.09,1.5,0.071,19,117,0.99496,9.8,5
0.27,0.31,1.5,0.035,17,83,0.99076,11.1,7
0.27,0.37,7.9,0.047,58,215,0.99542,9.5,6
0.24,0.3,13,0.052,18,143,0.99825,9.4,6
0.32,0.3,1,0.049,22,113,0.99289,10.2,5
0.26,0.37,7.1,0.047,54,201,0.99523,9.5,6
0.27,0.37,7.9,0.047,58,215,0.99542,9.5,6
0.3,0.16,7.5,0.05,55,191,0.9959,9,5
0.28,0.32,7.6,0.045,61,204,0.99543,10.1,6
0.24,0.32,10.3,0.079,37,122,0.99662,8.8,5
0.27,0.27,1.7,0.034,25,122,0.99088,11.9,6
0.27,0.27,1.7,0.034,25,122,0.99088,11.9,6
0.28,0.24,19.95,0.074,32,174,0.99922,9.3,6
0.39,0.49,7.7,0.036,11,110,0.9966,10,6
0.28,0.24,19.95,0.074,32,174,0.99922,9.3,6
0.31,0.23,12.7,0.054,20,139,0.99836,9.7,4
0.31,0.23,12.7,0.054,20,139,0.99836,9.7,4
0.23,0.25,11.3,0.031,13,96,0.99645,10.8,5
0.26,0.31,7,0.039,37,175,0.99376,11.4,6
0.21,0.36,18.1,0.046,32,133,1,8.8,5
0.31,0.4,6.4,0.039,39,191,0.99513,9.8,5
0.34,0.36,1.4,0.045,11,119,0.99556,9.4,4
0.34,0.36,1.4,0.045,11,119,0.99556,9.4,4
0.3,0.28,3.1,0.054,54,174,0.99543,9.4,6
0.32,0.34,7.7,0.044,63,212,0.99526,9.7,6
0.34,0.31,5.2,0.032,36,140,0.99166,12.3,7
0.26,0.25,11.6,0.045,45,178,0.99691,9.8,6
0.27,0.57,10.4,0.053,18,134,0.99732,9,5
0.3,0.49,11.2,0.058,68,215,0.99656,9.4,6
0.175,0.29,0.8,0.043,20,67,0.99112,9.9,6
0.34,0.3,4.7,0.029,34,148,0.99165,12.3,7
0.12,0.3,3.1,0.018,15,37,0.99004,11.9,7
0.32,0.29,4,0.038,33,170,0.99463,10.2,6
0.51,0.29,11.3,0.034,61,224,0.99683,9.5,6
0.24,0.55,8.1,0.04,67,216,0.99596,9.2,5
0.41,0.23,14.8,0.054,28,174,0.99898,9.7,5
0.2,0.38,3.5,0.053,41,174,0.99306,11.6,5
0.41,0.23,14.8,0.054,28,174,0.99898,9.7,5
0.18,0.33,1.4,0.029,35,138,0.99114,11.5,7
0.16,0.37,1.5,0.037,27,109,0.99345,9.8,6
0.3,0.12,1.6,0.036,57,163,0.99239,10.5,6
0.54,0.27,7.1,0.049,8,178,0.99502,9.4,4
0.22,0.3,11.2,0.046,53,149,0.99479,10.8,5
0.23,0.3,1.7,0.043,19,95,0.99207,10.7,7
0.26,0.34,6.7,0.029,21,162,0.99497,10.6,6
0.23,0.25,17.3,0.046,15,110,0.99828,9.2,6
0.28,0.14,8.6,0.032,30,142,0.99542,9.5,6
0.28,0.14,8.6,0.032,30,142,0.99542,9.5,6
0.27,0.18,1.5,0.028,20,111,0.99228,10,5
0.29,0.34,12.1,0.03,34,177,0.99706,10.6,5
0.26,0.34,6.7,0.029,21,162,0.99497,10.6,6
0.27,0.34,10.7,0.029,19.5,166,0.99669,10.6,5
0.32,0.3,1.8,0.036,28,117,0.99269,11,6
0.22,0.24,1.4,0.041,17,159,0.99196,11.2,6
0.5,0.38,7.5,0.046,26,175,0.99662,9.6,5
0.33,0.14,4.8,0.052,27,128,0.99475,9.4,5
0.26,0.42,7.1,0.045,62,209,0.99544,9.5,6
0.2,0.47,16.9,0.052,51,188,0.99944,9.3,5
0.33,0.14,4.8,0.052,27,128,0.99475,9.4,5
0.36,0.52,11.3,0.046,8,110,0.9966,9.4,5
0.13,0.42,1.1,0.043,63,146,0.99066,11.2,7
0.13,0.42,1.1,0.043,63,146,0.99066,11.2,7
0.23,0.64,12.9,0.033,54,170,0.998,8.8,5
0.15,0.44,1.2,0.043,67,150,0.9907,11.2,7
0.13,0.42,1.1,0.043,63,146,0.99066,11.2,7
0.32,0.26,2.3,0.03,11,103,0.99106,11.1,6
0.32,0.26,2.3,0.03,11,103,0.99106,11.1,6
0.41,0.16,1.4,0.037,28,160,0.99167,10.6,6
0.37,0.16,14.9,0.048,59,240,0.99902,8.9,5
0.21,0.24,1.8,0.021,17,80,0.98992,12.3,7
0.24,0.28,1.8,0.028,39,132,0.99182,11.4,5
0.28,0.36,7,0.043,60,207,0.99556,9.6,6
0.24,0.24,8.6,0.034,25,135,0.99582,10.3,6
0.24,0.28,1.8,0.028,39,132,0.99182,11.4,5
0.16,0.32,1.1,0.032,29,80,0.98972,12.1,6
0.26,0.24,1.9,0.043,70,154,0.99273,10.5,5
0.17,0.42,10.4,0.038,85,182,0.99628,8.9,6
0.27,0.4,10,0.039,74,227,0.99582,9.4,5
0.25,0.36,8.6,0.037,63,206,0.99553,9.6,5
0.3,0.27,1.7,0.014,45,104,0.98914,12.6,7
0.3,0.26,18.95,0.053,36,174,0.99976,10.4,5
0.18,0.3,12.8,0.062,19,171,0.99808,9,7
0.14,0.25,0.7,0.039,15,89,0.9919,9.2,6
0.615,0.1,1.4,0.068,25,154,0.99499,9.7,4
0.21,0.29,11.7,0.048,49,147,0.99482,10.8,5
0.52,0.34,1.2,0.042,18,167,0.99366,10.6,5
0.28,0.31,2.1,0.046,28,208,0.99434,9.8,5
0.22,0.34,1.4,0.023,56,115,0.98958,11.7,6
0.28,0.31,2.1,0.046,28,208,0.99434,9.8,5
0.32,0.27,16,0.034,58,185,0.99938,9,6
0.11,0.42,1.1,0.042,51,132,0.99059,11.3,7
0.26,0.32,15.3,0.031,64,185,0.99835,9.4,5
0.22,0.34,1.4,0.023,56,115,0.98958,11.7,6
0.3,0.29,2.8,0.025,37,107,0.99159,11.3,7
0.2,0.3,0.9,0.019,4,28,0.98931,12,6
0.2,0.3,0.9,0.019,4,28,0.98931,12,6
0.27,0.46,11.1,0.053,44,177,0.99691,9.4,5
0.3,0.39,7.8,0.038,61,219,0.9959,9.4,5
0.36,0.52,10.1,0.05,29,140,0.99628,9.4,5
0.21,0.37,3.2,0.021,20,80,0.99076,12,5
0.18,0.41,14.2,0.039,47,129,0.99678,10.3,7
0.18,0.41,14.2,0.039,47,129,0.99678,10.3,7
0.26,0.21,2.9,0.026,48,126,0.99089,11.3,7
0.35,0.35,6,0.063,31,150,0.99537,9.4,6
0.28,0.28,20.4,0.041,40,144,1.0002,8.7,5
0.26,0.21,2.9,0.026,48,126,0.99089,11.3,7
0.18,0.41,14.2,0.039,47,129,0.99678,10.3,7
0.19,0.21,0.95,0.033,89,159,0.99332,8,5
0.17,0.23,1.7,0.029,39,128,0.99272,10.7,7
0.24,0.24,9,0.03,42,219,0.99636,10.2,6
0.6,0,1.3,0.044,72,197,0.99202,10.9,5
0.445,0.26,1.4,0.027,23,109,0.99148,10.5,6
0.28,0.28,2.4,0.012,36,100,0.99064,11.7,7
0.44,0.2,16,0.065,61,186,0.99884,8.6,5
0.24,0.27,11.4,0.034,40,174,0.99773,9,5
0.31,0.73,14.35,0.044,27,191,1.00013,8.7,5
0.32,0.26,2.1,0.062,26,87,0.98974,12.8,6
0.31,0.73,14.35,0.044,27,191,1.00013,8.7,5
0.13,0.38,1.1,0.023,42,104,0.99112,11.8,6
0.14,0.37,1.1,0.034,36,84,0.99136,11.6,6
0.2,0.37,1.2,0.028,28,89,0.99132,11.8,6
0.15,0.35,15.8,0.042,55,158,0.99642,10.6,5
0.23,0.4,5.2,0.066,14,91,0.99488,9.7,5
0.33,0.22,5.2,0.047,24,151,0.99527,10.3,5
0.17,0.24,9.6,0.119,56,178,0.99578,10.2,6
0.12,0.3,5.2,0.048,38,113,0.99352,10.1,7
0.34,0.39,6.9,0.066,43,162,0.99561,9.5,5
0.68,0.26,3.4,0.069,25,146,0.99347,9.3,5
0.22,0.31,2.3,0.018,45,80,0.98936,12.9,7
0.28,0.27,11,0.042,45,148,0.99786,8.7,5
0.4,0.22,5.95,0.081,76,303,0.99705,9.4,5
0.23,0.24,5.4,0.039,60,196,0.9948,10,4
0.14,0.42,1.2,0.05,51,129,0.99116,11.1,7
0.15,0.34,1,0.033,27,73,0.98974,12.2,6
0.3,0.26,1.5,0.041,46,178,0.99154,11.3,6
0.23,0.33,1,0.043,46,110,0.99118,10.8,6
0.13,0.25,1.1,0.033,15,86,0.99044,11.2,8
0.21,0.34,6.6,0.03,36,91,0.9914,12.5,7
0.4,0.41,8.2,0.05,15,122,0.9979,9.3,5
0.34,0.31,2,0.03,38,142,0.98892,12.9,7
0.655,0.21,2,0.039,21,120,0.99188,12.6,6
0.26,0.4,7.5,0.046,45,179,0.99583,9.3,5
0.34,0.31,2,0.03,38,142,0.98892,12.9,7
0.37,0.31,2.85,0.037,5,24,0.9911,11.9,6
0.1,0.33,1,0.031,33,93,0.99094,11.2,6
0.25,0.31,3.2,0.03,32,150,0.99014,12,6
0.18,0.28,7.1,0.041,29,110,0.99652,9.2,6
0.19,0.27,11.2,0.061,46,149,0.99772,9.3,6
0.32,0.25,9.5,0.03,15,136,0.99367,12.1,6
0.21,0.29,1.8,0.026,35,128,0.99183,11.2,6
0.16,0.36,2.6,0.029,28,98,0.99126,11.2,7
0.24,0.38,8,0.042,56,187,0.99577,9.2,5
0.19,0.27,11.2,0.061,46,149,0.99772,9.3,6
0.3,0.25,3.3,0.041,26,124,0.99428,9.3,6
0.28,0.27,10.3,0.03,26,108,0.99388,10.7,6
0.28,0.27,10.3,0.03,26,108,0.99388,10.7,6
0.23,0.28,9.65,0.025,26,121,0.9925,11.3,6
0.22,0.5,16.4,0.048,36,182,0.99904,8.8,6
0.31,0.32,1.2,0.024,20,166,0.99208,9.8,6
0.23,0.36,16.3,0.038,43,133,0.99924,8.8,5
0.23,0.36,16.3,0.038,43,133,0.99924,8.8,5
0.26,0.38,6.5,0.17,68,201,0.9956,9.4,6
0.26,0.39,6.4,0.171,64,200,0.99562,9.4,6
0.23,0.36,16.3,0.038,43,133,0.99924,8.8,5
0.23,0.42,7.4,0.044,56,189,0.9958,9.3,6
0.25,0.34,13.7,0.044,66,184,0.99976,8.9,5
0.24,0.37,7.45,0.043,59,188,0.99579,9.4,6
0.25,0.28,7.2,0.04,46,179,0.99541,10.1,6
0.37,0.64,13.9,0.043,22,171,0.99873,9.3,5
0.26,0.25,1.7,0.038,29,129,0.99312,10.4,6
0.18,0.31,6.5,0.029,53,160,0.99276,10.9,6
0.17,0.31,1.5,0.041,34,121,0.99092,10.5,6
0.29,0.31,1.7,0.035,24,79,0.99053,11.4,7
0.3,0.22,6.2,0.06,41,190,0.99858,9.2,5
0.51,0.36,6.2,0.051,30,173,0.9984,9.7,5
0.51,0.34,2.6,0.049,13,135,0.99335,10,5
0.29,0.31,1.7,0.035,24,79,0.99053,11.4,7
0.29,0.28,9.3,0.048,50,141,0.9949,10.3,6
0.35,0.28,12.4,0.051,86,213,0.9962,9.9,6
0.2,0.28,9.1,0.047,29,95,0.99532,9.8,7
0.615,0.42,12,0.067,24,131,0.99727,9.3,5
0.23,0.28,2.7,0.048,49,165,0.9952,9.5,6
0.27,0.33,3.6,0.034,9,45,0.99144,10.5,6
0.27,0.33,3.6,0.034,9,45,0.99144,10.5,6
0.44,0.22,4.3,0.032,19,99,0.99015,12.8,7
0.26,0.33,11.8,0.057,48,127,0.99693,10,6
0.26,0.33,11.8,0.057,48,127,0.99693,10,6
0.17,0.34,1.8,0.045,96,170,0.99035,11.8,8
0.315,0.27,1.55,0.026,15,70,0.98994,11.9,8
0.17,0.28,0.7,0.027,5,28,0.98985,10.6,5
0.12,0.26,4.3,0.038,18,97,0.99477,9.2,5
0.18,0.35,5.8,0.055,25,144,0.99576,10.2,6
0.32,0.35,1.4,0.05,8,163,0.99244,10.7,5
0.3,0.34,1.2,0.048,4,119,0.99084,12.1,6
0.16,0.3,7.4,0.05,58,152,0.99612,9.5,6
0.3,0.34,1.2,0.048,4,119,0.99084,12.1,6
0.32,0.35,1.4,0.05,8,163,0.99244,10.7,5
0.39,0.32,3.6,0.035,22,93,0.99144,12.5,7
0.36,0.32,10.05,0.045,37,131,0.99352,11.7,8
0.36,0.32,10.05,0.045,37,131,0.99352,11.7,8
0.36,0.32,10.5,0.045,35,135,0.9935,11.6,8
0.2,0.36,1.9,0.043,24,111,0.99237,11.3,6
0.39,0.32,3.6,0.035,22,93,0.99144,12.5,7
0.2,0.37,1.65,0.025,42,103,0.99022,11.4,5
0.235,0.34,1.9,0.036,4,117,0.99032,12.2,5
0.965,0.6,65.8,0.074,8,160,1.03898,11.7,6
0.2,0.31,6.85,0.053,32,211,0.99587,10.4,6
0.2,0.31,7.4,0.053,32,211,0.99587,10.4,6
0.24,0.25,20.2,0.083,35,157,0.99976,9.1,5
0.24,0.25,20.2,0.083,35,157,0.99976,9.1,5
0.4,0.42,6.2,0.066,41,176,0.99552,9.4,5
0.4,0.43,6.2,0.065,42,178,0.99552,9.4,5
0.2,0.31,6.85,0.053,32,211,0.99587,10.4,6
0.26,0.44,8.2,0.046,52,183,0.99584,9.4,5
0.37,0.3,2.2,0.033,39,107,0.98894,13.5,7
0.35,0.53,10.1,0.053,37,151,0.9963,9.4,5
0.22,0.32,7.2,0.028,15,83,0.993,10.9,8
0.35,0.53,10.1,0.053,37,151,0.9963,9.4,5
0.31,0.32,1.6,0.036,34,114,0.99068,11.4,7
0.16,0.37,1.3,0.036,45,125,0.98964,12.4,7
0.26,0.44,8.2,0.046,52,183,0.99584,9.4,5
0.15,0.31,5.3,0.038,8,79,0.9923,10.5,6
0.15,0.32,14,0.031,16,99,0.99437,11.5,8
0.17,0.71,11.8,0.038,52,148,0.99801,8.9,5
0.32,0.31,2.7,0.049,25,153,0.99067,12.2,7
0.26,0.31,3.6,0.025,22,100,0.99066,12.1,7
0.16,0.34,1.6,0.026,27,109,0.9934,10.1,6
0.32,0.31,2.7,0.049,25,153,0.99067,12.2,7
0.19,0.39,1,0.032,14,71,0.98912,13,7
0.36,0.24,0.9,0.038,15,72,0.99066,11,5
0.11,0.47,10.6,0.052,69,148,0.9958,9.3,4
0.21,0.34,2,0.042,63,123,0.99052,11.4,6
0.325,0.82,1.2,0.152,49,120,0.99312,9.2,5
0.4,0.46,6.2,0.056,42,241,0.9968,9.9,5
0.27,0.34,5,0.04,18,56,0.99084,12.4,6
0.26,0.4,6.3,0.047,52,172,0.99573,9.5,6
0.25,0.22,3.3,0.048,41,161,0.99256,10.5,6
0.22,0.45,8,0.053,52,196,0.9959,9.1,6
0.14,0.31,1.2,0.034,53,138,0.99084,11.5,7
0.26,0.32,16.2,0.044,31,170,0.99644,11.2,5
0.17,0.3,1.1,0.031,13,73,0.99095,11,6
0.44,0.28,3.4,0.048,22,112,0.99188,11.3,7
0.25,0.22,3.3,0.048,41,161,0.99256,10.5,6
0.22,0.45,8,0.053,52,196,0.9959,9.1,6
0.26,0.3,9.3,0.05,35,154,0.99581,10.4,6
0.15,0.29,2.3,0.033,14,82,0.99132,11.2,7
0.22,0.29,0.9,0.034,34,89,0.98936,11.1,7
0.37,0.33,3.5,0.036,23,92,0.99136,11.2,6
0.375,0.38,1.7,0.036,17,98,0.99142,10.5,6
0.2,0.4,1.3,0.047,23,92,0.99232,10,6
0.22,0.29,7.4,0.028,16,87,0.99311,10.9,7
0.43,0.37,10,0.169,22,210,0.99776,9.5,5
0.24,0.29,14.9,0.053,55,136,0.99839,9,5
0.23,0.34,9.3,0.052,19,86,0.99574,10,5
0.2,0.39,1,0.041,37,154,0.99093,11.9,5
0.16,0.39,1,0.028,40,101,0.99156,10.6,6
0.21,0.28,5.9,0.047,29,101,0.99278,11,6
0.33,0.26,5,0.027,46,143,0.9924,11.2,7
0.18,0.58,1.25,0.034,29,129,0.98984,12,7
0.29,0.31,3.9,0.027,39,96,0.99035,12.6,8
0.33,0.26,5,0.027,46,143,0.9924,11.2,7
0.21,0.36,0.8,0.034,48,113,0.99165,10.5,6
0.21,0.28,5.9,0.047,29,101,0.99278,11,6
0.11,0.32,1.6,0.028,12,90,0.99008,12.2,6
0.16,0.39,1,0.028,40,101,0.99156,10.6,6
0.19,0.46,1.1,0.032,33,115,0.9909,10.4,6
0.48,0.32,1.4,0.021,22,121,0.9889,12.7,7
0.23,0.36,1.5,0.03,74,121,0.98976,12.1,7
0.15,0.38,1.7,0.037,20,84,0.99046,11.4,6
0.22,0.31,13.9,0.04,57,135,0.99672,10.7,5
0.15,0.55,5.9,0.045,75,162,0.99482,9.3,5
0.37,0.3,1.1,0.029,24,88,0.98883,11.7,6
0.21,0.28,2.7,0.033,38,94,0.99075,11.8,7
0.24,0.3,6.7,0.039,37,125,0.99436,9.9,5
0.28,0.32,7.75,0.032,30,114,0.99158,12.8,7
0.4,0.3,10.6,0.033,24,87,0.99265,12.8,6
0.2,0.28,2.5,0.032,24,84,0.99168,11.5,5
0.285,0.29,5.15,0.035,64,138,0.9895,12.4,8
0.2,0.3,4.7,0.041,40,148,0.9932,10.2,6
0.42,0.46,9.7,0.054,67,234,0.99848,9,5
0.16,0.34,1.7,0.038,85,153,0.9909,12,7
0.125,0.36,1.4,0.044,22,68,0.99014,11.7,7
0.44,0.26,2,0.054,20,180,0.9952,10,5
0.31,0.39,7.5,0.055,42,218,0.99652,10.3,5
0.42,0.46,9.7,0.054,67,234,0.99848,9,5
0.21,0.26,13.1,0.05,59,150,0.99772,9,5
0.36,0.14,8.9,0.036,38,155,0.99622,9.4,5
0.21,0.25,1.1,0.035,26,81,0.9902,11.4,6
0.25,0.32,0.9,0.034,40,114,0.99114,10.8,7
0.31,0.26,1.7,0.073,40,157,0.9938,9.8,5
0.26,0.46,6.9,0.047,59,183,0.99594,9.3,5
0.21,0.25,1.1,0.035,26,81,0.9902,11.4,6
0.2,0.31,1,0.031,22,73,0.99035,11.3,6
0.18,0.3,1,0.031,23,73,0.99032,11.3,6
0.36,0.14,8.9,0.036,38,155,0.99622,9.4,5
0.14,0.38,1,0.041,22,81,0.99043,11.4,6
0.14,0.38,1,0.041,22,81,0.99043,11.4,6
0.44,0.26,3.1,0.053,57,128,0.98982,12.7,6
0.36,0.4,1.95,0.033,26,118,0.98934,13.5,7
0.28,0.28,2.2,0.019,15,65,0.9902,11.2,6
0.16,0.32,8.75,0.038,38,118,0.99449,10.7,5
0.28,0.4,11.9,0.032,13,92,0.99629,10.8,4
0.44,0.47,5.45,0.014,44,137,0.98984,13,8
0.22,0.31,6.3,0.029,41,131,0.99326,10.8,6
0.22,0.29,14.4,0.046,39,118,0.99834,9.1,6
0.155,0.33,1.6,0.028,13,59,0.98975,11.9,8
0.31,0.31,9.1,0.036,45,140,0.99216,12,7
0.22,0.29,14.4,0.046,39,118,0.99834,9.1,6
0.21,0.4,1.3,0.041,81,147,0.9901,11.6,8
0.155,0.33,1.6,0.028,13,59,0.98975,11.9,8
0.25,0.32,11.3,0.038,69,192,0.99573,10.2,6
0.22,0.31,6.3,0.029,41,131,0.99326,10.8,6
0.21,0.29,0.7,0.028,11,66,0.99215,9.8,5
0.27,0.28,1.25,0.023,3,89,0.98993,11.4,4
0.17,0.27,0.7,0.03,11,68,0.99218,9.8,5
0.25,0.3,7.8,0.038,67,196,0.99555,10.1,5
0.12,0.29,10.3,0.039,41,98,0.99564,9.8,8
0.12,0.29,10.3,0.039,41,98,0.99564,9.8,8
0.3,0.3,8.7,0.022,14,111,0.99576,10.6,5
0.26,0.46,8.3,0.037,49,173,0.99601,9.3,5
0.33,0.31,1.2,0.016,39,150,0.98713,14,8
0.29,0.28,8.3,0.026,27,107,0.99308,11,6
0.28,0.25,1.8,0.042,8,108,0.9929,9,5
0.2,0.22,1.6,0.044,17,101,0.99471,10,5
0.27,0.25,1.8,0.041,9,109,0.9929,9,5
0.28,0.25,1.8,0.042,8,108,0.9929,9,5
0.29,0.3,2.9,0.036,25,79,0.99037,12.4,7
0.35,0.24,6,0.042,28,123,0.99304,11.3,5
0.12,0.3,1.1,0.031,37,94,0.98986,11.7,6
0.2,0.22,1.6,0.044,17,101,0.99471,10,5
0.4,0.26,5.45,0.016,26,90,0.98951,13.2,7
0.11,0.34,14.05,0.04,41,114,0.99634,11,7
0.19,0.24,1.3,0.044,38,128,0.99362,10.6,5
0.23,0.3,14.9,0.051,33,118,0.99835,9,6
0.23,0.3,14.9,0.051,33,118,0.99835,9,6
0.26,0.24,1.7,0.05,10,112,0.99286,9.9,5
0.22,0.22,5.6,0.039,31,128,0.99296,10.4,6
0.19,0.4,7.1,0.056,50,110,0.9954,9.9,6
0.14,0.33,1.2,0.045,71,162,0.9914,11,6
0.32,0.39,9.6,0.026,34,124,0.99286,12.1,6
0.23,0.2,11.4,0.044,45,131,0.99604,9.7,6
0.23,0.2,11.4,0.044,45,131,0.99604,9.7,6
0.36,0.26,7.9,0.034,39,123,0.99119,12.2,7
0.38,0.42,5,0.016,31,113,0.99007,12.4,7
0.23,0.28,11.1,0.033,30,97,0.99507,10.5,7
0.2,0.31,8,0.05,29,213,0.99596,10.4,6
0.26,0.32,3.8,0.029,48,180,0.99011,12,6
0.18,0.28,10.2,0.039,29,115,0.99469,10.9,7
0.18,0.28,9.8,0.039,29,113,0.99406,10.9,7
0.16,0.32,1.1,0.036,74,184,0.99096,11,6
0.27,0.32,4.5,0.032,58,178,0.98956,12.6,7
0.37,0.28,6.3,0.034,45,152,0.9921,11.6,7
0.2,0.27,10.9,0.038,29,130,0.99496,10.5,7
0.28,0.34,0.8,0.037,42,119,0.9888,12.5,6
0.35,0.36,0.8,0.034,32,111,0.98942,12.1,8
0.32,0.3,1.3,0.025,18,112,0.98802,13.3,7
0.18,0.28,9.8,0.039,29,113,0.99406,10.9,7
0.18,0.28,10.2,0.039,29,115,0.99469,10.9,7
0.2,0.27,10.9,0.038,29,130,0.99496,10.5,7
0.37,0.28,6.3,0.034,45,152,0.9921,11.6,7
0.19,0.31,6.3,0.034,17,103,0.99305,11.4,7
0.18,0.36,1.2,0.034,26,111,0.99074,11,6
0.3,0.36,0.9,0.037,40,156,0.98968,12.1,6
